1396312480313,21643244740000,100669081000001,-0.39983168,7.8649526,5.08708,0
1396312480327,21643258412000,100669081000001,-0.36631286,7.897873,4.871003,0
1396312480335,21643266133000,100669081000001,-0.38067806,7.949947,4.771644,0
1396312480351,21643281728000,100669081000001,-0.4441244,8.063073,4.7016134,0
1396312480356,21643284993000,100669081000001,-0.4782418,8.061277,4.6842556,0
1396312480366,21643297322000,100669081000001,-0.5351041,7.988254,4.8781857,0
1396312480376,21643307942000,100669081000001,-0.58538234,7.97748,5.2289367,0
1396312480386,21643317494000,100669081000001,-0.60812724,7.9451585,5.48751,0
1396312480397,21643328145000,100669081000001,-0.56443304,7.880515,5.301361,0
1396312480415,21643337971000,100669081000001,-0.80564886,8.143877,1.6627731,0
1396312480416,21643344716000,100669081000001,-0.7445967,8.429984,1.6454151,0
1396312480423,21643355916000,100669081000001,-0.44232875,8.45213,2.349909,0
1396312480439,21643368336000,100669081000001,-0.048482586,8.231265,4.11264,0
1396312480449,21643378834000,100669081000001,0.30346507,7.6201453,6.206968,0
1396312480453,21643384724000,100669081000001,0.090381116,7.4190326,6.517017,0
1396312480467,21643398823000,100669081000001,-0.32680854,7.4256167,6.591836,0
1396312480474,21643406422000,100669081000001,-0.741604,7.4028716,5.9663506,0
1396312480495,21643418019000,100669081000001,-0.86610246,7.5614877,4.661511,0
1396312480496,21643424763000,100669081000001,-0.7404069,7.964312,3.709217,0
1396312480512,21643434773000,100669081000001,-0.62009823,8.203134,3.3207579,0
1396312480517,21643444813000,100669081000001,-0.54168814,8.263587,3.3877954,0
1396312480538,21643457295000,100669081000001,-0.53450555,8.202535,3.7654808,0
1396312480539,21643464802000,100669081000001,-0.59017074,8.106169,4.4681787,0
1396312480543,21643474812000,100669081000001,-0.6428431,8.003817,5.207389,0
1396312480565,21643484822000,100669081000001,-0.62608373,7.8972745,5.811326,0
1396312480568,21643494832000,100669081000001,-0.54049104,7.820061,6.0303955,0
1396312480572,21643504842000,100669081000001,-0.4950012,7.785944,5.8867435,0
1396312480588,21643515736000,100669081000001,-0.45250413,7.778163,5.525219,0
1396312480592,21643524861000,100669081000001,-0.44771573,7.73806,5.189432,0
1396312480602,21643534840000,100669081000001,-0.4369418,7.6967597,5.309741,0
1396312480612,21643544850000,100669081000001,-0.35254622,7.5327573,5.6305637,0
1396312480622,21643554860000,100669081000001,-0.29328972,7.4441714,5.86759,0
1396312480632,21643564870000,100669081000001,-0.2220622,7.37055,6.041768,0
1396312480643,21643575795000,100669081000001,-0.16280572,7.3867106,6.0639143,0
1396312480653,21643584920000,100669081000001,-0.13227965,7.447763,5.899313,0
1396312480662,21643594899000,100669081000001,-0.1340753,7.529764,5.5659204,0
1396312480673,21643604970000,100669081000001,-0.17417817,7.627328,5.185242,0
1396312480684,21643614949000,100669081000001,-0.18375498,7.739856,4.917092,0
